question_id,subject,topic,question_text,question_type,cognitive_level,avg_score,std_dev,discrimination_index,difficulty_label
Q227,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,Numerical,Understand,6.22,1.86,0.57,Medium
Q228,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Numerical,Understand,6.43,1.72,-0.03,Medium
Q229,Physics,Mechanics,Explain the concept of Mechanics in Physics.,MCQ,Remember,9.76,2.17,0.27,Easy
Q230,Chemistry,Physical,Apply the theory of Physical in practical scenarios.,Short Answer,Analyze,6.37,1.55,0.82,Medium
Q231,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Numerical,Understand,4.02,1.44,0.88,Medium
Q232,Physics,Optics,Evaluate the impact of Optics in Physics.,Long Answer,Analyze,10.0,1.76,0.24,Easy
Q233,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,Long Answer,Apply,5.68,1.29,0.68,Medium
Q234,Biology,Evolution,Analyze the principles of Evolution in Biology.,Short Answer,Evaluate,7.7,0.34,0.81,Easy
Q235,Biology,Evolution,Solve a problem related to Evolution in Biology.,MCQ,Apply,3.42,0.85,0.61,Hard
Q236,Biology,Evolution,Evaluate the impact of Evolution in Biology.,Numerical,Apply,2.99,1.37,0.3,Hard
Q237,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,Long Answer,Understand,5.51,1.36,0.35,Medium
Q238,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Remember,7.61,1.42,0.2,Easy
Q239,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Numerical,Remember,9.7,2.06,-0.19,Easy
Q240,Biology,Evolution,Solve a problem related to Evolution in Biology.,Numerical,Apply,3.97,1.76,0.86,Hard
Q241,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Short Answer,Analyze,5.46,0.95,-0.11,Medium
Q242,Biology,Evolution,Explain the concept of Evolution in Biology.,MCQ,Understand,6.0,1.58,0.45,Medium
Q243,Physics,Optics,Solve a problem related to Optics in Physics.,Long Answer,Understand,6.03,1.49,0.03,Medium
Q244,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Numerical,Remember,5.77,1.58,0.01,Medium
Q245,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,Long Answer,Analyze,5.93,1.23,0.42,Medium
Q246,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Numerical,Understand,8.78,0.2,0.28,Easy
Q247,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Long Answer,Apply,8.49,0.46,-0.03,Easy
Q248,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,Long Answer,Evaluate,6.58,1.37,0.84,Medium
Q249,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,MCQ,Apply,3.18,1.11,0.51,Hard
Q250,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,Numerical,Analyze,5.28,1.47,-0.03,Medium
Q251,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,Short Answer,Understand,7.87,2.14,-0.17,Easy
Q252,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Numerical,Apply,4.59,1.14,0.54,Medium
Q253,Physics,Optics,Evaluate the impact of Optics in Physics.,Long Answer,Apply,4.95,1.74,0.52,Medium
Q254,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Numerical,Evaluate,5.3,1.39,0.07,Medium
Q255,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Numerical,Remember,7.42,1.72,0.71,Easy
Q256,Chemistry,Physical,Apply the theory of Physical in practical scenarios.,Short Answer,Understand,9.29,1.0,0.03,Easy
Q257,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,MCQ,Understand,7.19,1.35,-0.19,Easy
Q258,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Numerical,Evaluate,2.66,2.38,0.78,Hard
Q259,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,MCQ,Evaluate,4.95,2.02,0.09,Medium
Q260,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Long Answer,Remember,8.63,0.62,0.09,Easy
Q261,Chemistry,Physical,Analyze the principles of Physical in Chemistry.,Numerical,Understand,3.44,2.38,0.41,Hard
Q262,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,MCQ,Apply,2.49,1.23,0.84,Hard
Q263,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Long Answer,Apply,4.91,1.7,0.76,Medium
Q264,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Numerical,Evaluate,7.94,1.48,0.68,Easy
Q265,Chemistry,Physical,Explain the concept of Physical in Chemistry.,MCQ,Remember,5.27,1.47,0.1,Medium
Q266,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,Long Answer,Remember,10.0,1.84,0.08,Easy
Q267,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Short Answer,Analyze,6.34,1.41,0.88,Medium
Q268,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,Numerical,Apply,3.42,1.55,0.1,Hard
Q269,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,Long Answer,Understand,6.39,1.01,0.1,Medium
Q270,Biology,Evolution,Explain the concept of Evolution in Biology.,Numerical,Remember,10.0,1.86,0.71,Easy
Q271,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,MCQ,Understand,6.51,1.99,0.46,Medium
Q272,Mathematics,Linear Algebra,Solve a problem related to Linear Algebra in Mathematics.,Numerical,Analyze,3.99,1.76,0.81,Hard
Q273,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,Short Answer,Apply,2.32,0.86,0.37,Hard
Q274,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Numerical,Evaluate,5.3,1.6,0.46,Medium
Q275,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Numerical,Evaluate,4.78,0.8,0.12,Medium
Q276,Biology,Evolution,Evaluate the impact of Evolution in Biology.,Numerical,Analyze,8.68,1.06,0.13,Easy
Q277,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,MCQ,Apply,4.1,2.82,0.53,Medium
Q278,Computer Science,Algorithms,Solve a problem related to Algorithms in Computer Science.,MCQ,Apply,6.19,1.59,0.04,Medium
Q279,Chemistry,Physical,Analyze the principles of Physical in Chemistry.,Short Answer,Analyze,4.85,1.56,0.35,Medium
Q280,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Numerical,Apply,2.62,1.99,0.65,Hard
Q281,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Long Answer,Analyze,5.93,2.39,0.56,Medium
Q282,Physics,Optics,Apply the theory of Optics in practical scenarios.,Numerical,Understand,2.88,1.3,0.7,Hard
Q283,Physics,Optics,Solve a problem related to Optics in Physics.,Numerical,Analyze,7.26,1.99,0.1,Easy
Q284,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,Long Answer,Analyze,2.47,2.07,-0.1,Hard
Q285,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,MCQ,Evaluate,5.85,1.81,0.0,Medium
Q286,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,MCQ,Analyze,8.13,1.56,0.61,Easy
Q287,Physics,Optics,Explain the concept of Optics in Physics.,Short Answer,Apply,7.12,2.04,0.56,Easy
Q288,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Numerical,Analyze,5.09,1.82,0.34,Medium
Q289,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Long Answer,Understand,6.86,1.6,-0.0,Medium
Q290,Physics,Optics,Solve a problem related to Optics in Physics.,Short Answer,Evaluate,7.64,1.57,-0.16,Easy
Q291,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,Long Answer,Analyze,3.84,2.03,0.82,Hard
Q292,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,MCQ,Evaluate,8.26,1.46,0.73,Easy
Q293,Biology,Genetics,Explain the concept of Genetics in Biology.,Numerical,Understand,7.88,1.24,-0.16,Easy
Q294,Mathematics,Linear Algebra,Analyze the principles of Linear Algebra in Mathematics.,Long Answer,Remember,3.19,1.75,-0.07,Hard
Q295,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Short Answer,Analyze,6.44,1.26,0.17,Medium
Q296,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,Numerical,Evaluate,5.48,1.57,0.15,Medium
Q297,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Short Answer,Understand,8.89,1.6,0.15,Easy
Q298,Physics,Thermodynamics,Analyze the principles of Thermodynamics in Physics.,Numerical,Evaluate,7.74,1.64,0.48,Easy
Q299,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,MCQ,Understand,6.16,2.03,0.83,Medium
Q300,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Short Answer,Remember,8.45,1.16,0.24,Easy
Q301,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,MCQ,Remember,10.0,1.32,0.76,Easy
Q302,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,Short Answer,Apply,2.64,0.62,0.61,Hard
Q303,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,Short Answer,Apply,5.16,1.36,0.19,Medium
Q304,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,Long Answer,Analyze,3.99,0.97,0.06,Hard
Q305,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,MCQ,Understand,5.93,1.62,0.22,Medium
Q306,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,Short Answer,Understand,3.86,1.84,0.84,Hard
Q307,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Short Answer,Analyze,7.97,1.39,0.84,Easy
Q308,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Short Answer,Apply,10.0,1.17,-0.02,Easy
Q309,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Long Answer,Analyze,6.33,1.75,0.47,Medium
Q310,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Long Answer,Remember,2.86,1.54,-0.01,Hard
Q311,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Numerical,Remember,4.75,1.22,0.66,Medium
Q312,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,Long Answer,Understand,5.01,1.42,0.87,Medium
Q313,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,MCQ,Apply,8.84,1.21,0.57,Easy
Q314,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,Short Answer,Remember,6.69,1.31,0.05,Medium
Q315,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,Short Answer,Understand,6.41,0.74,0.45,Medium
Q316,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Short Answer,Understand,4.32,1.58,0.77,Medium
Q317,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,MCQ,Remember,4.77,1.31,0.78,Medium
Q318,Computer Science,Algorithms,Analyze the principles of Algorithms in Computer Science.,MCQ,Remember,7.09,2.04,0.41,Easy
Q319,Biology,Ecology,Explain the concept of Ecology in Biology.,Numerical,Remember,5.65,1.1,0.21,Medium
Q320,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Numerical,Evaluate,7.77,1.02,0.35,Easy
Q321,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,Long Answer,Evaluate,4.96,1.61,0.74,Medium
Q322,Physics,Thermodynamics,Apply the theory of Thermodynamics in practical scenarios.,Numerical,Apply,0.0,1.06,0.45,Hard
Q323,Chemistry,Physical,Solve a problem related to Physical in Chemistry.,Short Answer,Evaluate,5.02,2.02,0.55,Medium
Q324,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Long Answer,Evaluate,2.72,1.73,0.77,Hard
Q325,Biology,Evolution,Explain the concept of Evolution in Biology.,Long Answer,Apply,7.18,2.05,0.74,Easy
Q326,Biology,Ecology,Analyze the principles of Ecology in Biology.,Short Answer,Analyze,6.81,1.86,0.72,Medium
Q327,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,MCQ,Evaluate,8.13,2.08,0.48,Easy
Q328,Physics,Optics,Apply the theory of Optics in practical scenarios.,MCQ,Understand,4.7,1.74,0.77,Medium
Q329,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Numerical,Remember,5.67,1.57,0.17,Medium
Q330,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,Long Answer,Remember,4.62,1.75,0.7,Medium
Q331,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Numerical,Analyze,6.06,2.14,-0.19,Medium
Q332,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,Short Answer,Remember,7.64,0.76,0.88,Easy
Q333,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,Long Answer,Analyze,3.28,1.87,0.5,Hard
Q334,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Long Answer,Apply,8.99,1.61,-0.08,Easy
Q335,Physics,Optics,Solve a problem related to Optics in Physics.,Short Answer,Understand,6.5,2.29,0.86,Medium
Q336,Biology,Ecology,Solve a problem related to Ecology in Biology.,MCQ,Analyze,8.42,0.78,0.83,Easy
Q337,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,MCQ,Understand,5.11,1.6,0.13,Medium
Q338,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Long Answer,Evaluate,5.27,1.59,0.44,Medium
Q339,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,MCQ,Analyze,8.39,0.74,-0.15,Easy
Q340,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,Long Answer,Apply,6.73,1.24,-0.17,Medium
Q341,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,Short Answer,Evaluate,9.13,1.47,0.55,Easy
Q342,Biology,Evolution,Evaluate the impact of Evolution in Biology.,Short Answer,Remember,2.6,1.3,0.9,Hard
Q343,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,MCQ,Evaluate,3.1,0.4,-0.02,Hard
Q344,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,MCQ,Understand,7.3,1.99,0.04,Easy
Q345,Chemistry,Physical,Explain the concept of Physical in Chemistry.,Numerical,Evaluate,6.49,1.22,0.52,Medium
Q346,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Numerical,Analyze,5.56,0.93,0.84,Medium
Q347,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Short Answer,Analyze,9.69,0.96,0.24,Easy
Q348,Chemistry,Physical,Evaluate the impact of Physical in Chemistry.,Long Answer,Apply,7.8,1.4,0.05,Easy
Q349,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,Long Answer,Remember,3.5,2.22,0.75,Hard
Q350,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,Short Answer,Apply,7.01,1.49,0.0,Easy
Q351,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,Long Answer,Apply,6.69,1.73,0.65,Medium
Q352,Mathematics,Calculus,Solve a problem related to Calculus in Mathematics.,Short Answer,Remember,6.92,1.8,0.49,Medium
Q353,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Long Answer,Apply,6.39,1.85,0.68,Medium
Q354,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,Short Answer,Evaluate,3.94,1.48,-0.06,Hard
Q355,Computer Science,Data Structures,Apply the theory of Data Structures in practical scenarios.,Long Answer,Evaluate,4.65,2.4,0.02,Medium
Q356,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,Short Answer,Analyze,4.52,1.49,0.44,Medium
Q357,Chemistry,Inorganic,Evaluate the impact of Inorganic in Chemistry.,Long Answer,Understand,7.68,1.17,0.14,Easy
Q358,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,Numerical,Apply,5.45,1.49,-0.12,Medium
Q359,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Long Answer,Apply,5.1,0.29,0.46,Medium
Q360,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,Long Answer,Evaluate,8.05,0.95,0.75,Easy
Q361,Biology,Evolution,Evaluate the impact of Evolution in Biology.,Short Answer,Understand,4.07,1.48,0.07,Medium
Q362,Mathematics,Probability,Solve a problem related to Probability in Mathematics.,Numerical,Analyze,10.0,1.49,0.57,Easy
Q363,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Short Answer,Remember,5.56,1.51,0.16,Medium
Q364,Physics,Optics,Explain the concept of Optics in Physics.,Short Answer,Apply,4.25,1.52,0.19,Medium
Q365,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Numerical,Understand,4.0,1.36,0.42,Medium
Q366,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Short Answer,Analyze,7.98,1.81,0.02,Easy
Q367,Computer Science,Data Structures,Apply the theory of Data Structures in practical scenarios.,Long Answer,Evaluate,8.8,1.96,-0.17,Easy
Q368,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,MCQ,Remember,9.62,1.68,0.76,Easy
Q369,Chemistry,Organic,Explain the concept of Organic in Chemistry.,Long Answer,Analyze,7.79,1.82,0.17,Easy
Q370,Computer Science,Algorithms,Apply the theory of Algorithms in practical scenarios.,MCQ,Analyze,6.23,1.98,0.7,Medium
Q371,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,MCQ,Analyze,10.0,1.16,0.38,Easy
Q372,Computer Science,DBMS,Analyze the principles of DBMS in Computer Science.,Numerical,Apply,5.26,1.6,-0.13,Medium
Q373,Physics,Electromagnetism,Explain the concept of Electromagnetism in Physics.,Short Answer,Analyze,4.7,1.26,0.76,Medium
Q374,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Short Answer,Apply,3.94,1.24,0.67,Hard
Q375,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,MCQ,Evaluate,5.95,2.57,0.41,Medium
Q376,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,MCQ,Evaluate,4.13,1.88,0.9,Medium
Q377,Biology,Ecology,Analyze the principles of Ecology in Biology.,MCQ,Analyze,6.08,1.56,0.02,Medium
Q378,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,MCQ,Remember,5.0,1.61,-0.17,Medium
Q379,Chemistry,Physical,Solve a problem related to Physical in Chemistry.,Long Answer,Understand,5.49,0.67,0.76,Medium
Q380,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Numerical,Understand,7.87,1.94,0.27,Easy
Q381,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Numerical,Evaluate,3.55,0.77,0.89,Hard
